site_name,latitude,longitude,reporting_area,site_number,sample_id,p450,PAHgroup3,PAHgroup4,PAHgroup5,PAHgroup6,Sum40CBs,SumBDEs,SumCHLDs,SumDDTs,SumHCHs
Locust Beach,48.77636877,-122.5378679,7,76,238,2252563.285,1,1,0,0,20.48069984,-1.472050301,-1.472050301,4.352148715,-1.216041553
Madrona Pont,47.57995505,-122.6786,10,28,153,11889909.51,2,2,1,2,53.0332314,1.627155963,-1.265565749,2.591396534,-1.024505607
Madrona Pont,47.57995505,-122.6786,10,28,154,6650989.658,2,2,1,2,53.0332314,1.627155963,-1.265565749,2.591396534,-1.024505607
Madrona Pont,47.57995505,-122.6786,10,28,155,3417932.42,2,2,1,2,53.0332314,1.627155963,-1.265565749,2.591396534,-1.024505607
Madrona Pont,47.57995505,-122.6786,10,28,156,6111407.362,2,2,1,2,53.0332314,1.627155963,-1.265565749,2.591396534,-1.024505607
"Manchester, Stormwater Outfall",47.55622,-122.54281,10,33,261,12587429.83,2,3,2,3,41.04681746,1.983929511,-1.368227249,2.394397685,-1.162993161
"Manchester, Stormwater Outfall",47.55622,-122.54281,10,33,262,11029903.1,2,3,2,3,41.04681746,1.983929511,-1.368227249,2.394397685,-1.162993161
"Manchester, Stormwater Outfall",47.55622,-122.54281,10,33,263,4659442.442,2,3,2,3,41.04681746,1.983929511,-1.368227249,2.394397685,-1.162993161
"Manchester, Stormwater Outfall",47.55622,-122.54281,10,33,264,2585048.133,2,3,2,3,41.04681746,1.983929511,-1.368227249,2.394397685,-1.162993161
Maple Hollow Park,47.30008,-122.74566,13,51,204,1210308.55,1,1,1,1,35.98765432,1.57037037,-1.177777778,1.504938272,-0.981481481
Maple Hollow Park,47.30008,-122.74566,13,51,202,5080836.143,1,1,1,1,35.98765432,1.57037037,-1.177777778,1.504938272,-0.981481481
Maple Hollow Park,47.30008,-122.74566,13,51,203,34233996.15,1,1,1,1,35.98765432,1.57037037,-1.177777778,1.504938272,-0.981481481
Maristone Island,48.018127,-122.699524,9,11,307,2150183.216,1,1,0,0,31.04430735,-1.411104879,-1.411104879,1.340549635,-1.199439148
Maristone Island,48.018127,-122.699524,9,11,308,5028928.727,1,1,0,0,31.04430735,-1.411104879,-1.411104879,1.340549635,-1.199439148
Maristone Island,48.018127,-122.699524,9,11,309,5113634.72,1,1,0,0,31.04430735,-1.411104879,-1.411104879,1.340549635,-1.199439148
Maristone Island,48.018127,-122.699524,9,11,310,11969753.87,1,1,0,0,31.04430735,-1.411104879,-1.411104879,1.340549635,-1.199439148
Maristone Island,48.018127,-122.699524,9,11,311,1925814.333,1,1,0,0,31.04430735,-1.411104879,-1.411104879,1.340549635,-1.199439148
Maristone Island,48.018127,-122.699524,9,11,312,2078574.506,1,1,0,0,31.04430735,-1.411104879,-1.411104879,1.340549635,-1.199439148
Meyer's Point - Henderson Inlet,47.11795,-122.83359,13,71,65,3127318.578,1,2,1,1,49.06902985,-1.338246269,-1.338246269,1.412593284,-1.115205224
Meyer's Point - Henderson Inlet,47.11795,-122.83359,13,71,66,2281891.641,1,2,1,1,49.06902985,-1.338246269,-1.338246269,1.412593284,-1.115205224
Meyer's Point - Henderson Inlet,47.11795,-122.83359,13,71,67,935925.8221,1,2,1,1,49.06902985,-1.338246269,-1.338246269,1.412593284,-1.115205224
Meyer's Point - Henderson Inlet,47.11795,-122.83359,13,71,68,2665541.551,1,2,1,1,49.06902985,-1.338246269,-1.338246269,1.412593284,-1.115205224
Miller Creek,47.4436,-122.360316,11,20,233,8815608.939,2,2,2,2,43.84752475,4.384752475,1.270942746,3.685733965,-1.016754197
Miller Creek,47.4436,-122.360316,11,20,232,30697269.95,2,2,2,2,43.84752475,4.384752475,1.270942746,3.685733965,-1.016754197
Miller Creek,47.4436,-122.360316,11,20,231,5993436.247,2,2,2,2,43.84752475,4.384752475,1.270942746,3.685733965,-1.016754197
Miller Creek,47.4436,-122.360316,11,20,234,18090510.68,2,2,2,2,43.84752475,4.384752475,1.270942746,3.685733965,-1.016754197
Minter Bay,47.3539722,-122.69175,13,55,178,5146723.322,1,1,0,1,31.57959184,2.894795918,-1.25002551,1.710561224,-1.052653061
Minter Bay,47.3539722,-122.69175,13,55,179,6537217.569,1,1,0,1,31.57959184,2.894795918,-1.25002551,1.710561224,-1.052653061
Minter Bay,47.3539722,-122.69175,13,55,180,11216181.9,1,1,0,1,31.57959184,2.894795918,-1.25002551,1.710561224,-1.052653061
Minter Bay,47.3539722,-122.69175,13,55,181,9219025.002,1,1,0,1,31.57959184,2.894795918,-1.25002551,1.710561224,-1.052653061
Mukilteo,47.94968,-122.30158,8.2,65,20,3799311.348,2,3,3,3,31.07277406,2.977807514,-1.229963973,1.942048379,-1.035759135
Mukilteo,47.94968,-122.30158,8.2,65,17,13015373,2,3,3,3,31.07277406,2.977807514,-1.229963973,1.942048379,-1.035759135
Mukilteo,47.94968,-122.30158,8.2,65,18,6552123.968,2,3,3,3,31.07277406,2.977807514,-1.229963973,1.942048379,-1.035759135
Mukilteo,47.94968,-122.30158,8.2,65,19,11487223.84,2,3,3,3,31.07277406,2.977807514,-1.229963973,1.942048379,-1.035759135
N Avenue Park,48.52108,-122.61531,7,62,210,3680655.654,3,4,4,5,26.59131514,3.364615385,-1.248163772,10.31091811,1.031091811
N Avenue Park,48.52108,-122.61531,7,62,211,8637808.831,3,4,4,5,26.59131514,3.364615385,-1.248163772,10.31091811,1.031091811
N Avenue Park,48.52108,-122.61531,7,62,212,5167149.882,3,4,4,5,26.59131514,3.364615385,-1.248163772,10.31091811,1.031091811
N Avenue Park,48.52108,-122.61531,7,62,213,9574141.682,3,4,4,5,26.59131514,3.364615385,-1.248163772,10.31091811,1.031091811
North Camano,48.255358,-122.507014,8.1,7,303,8854710.291,1,1,0,1,19.04379562,-1.52350365,-1.52350365,4.316593674,-1.269586375
North Camano,48.255358,-122.507014,8.1,7,304,32449887.32,1,1,0,1,19.04379562,-1.52350365,-1.52350365,4.316593674,-1.269586375
North Camano,48.255358,-122.507014,8.1,7,305,5141533.342,1,1,0,1,19.04379562,-1.52350365,-1.52350365,4.316593674,-1.269586375
North Camano,48.255358,-122.507014,8.1,7,306,3249105.519,1,1,0,1,19.04379562,-1.52350365,-1.52350365,4.316593674,-1.269586375
Oak Bay County Park,48.02218,-122.728709,9,10,91,1614686.09,1,1,0,0,30.13767748,-1.346577079,-1.346577079,-1.346577079,-1.090086207
Oak Bay County Park,48.02218,-122.728709,9,10,88,2227397.544,1,1,0,0,30.13767748,-1.346577079,-1.346577079,-1.346577079,-1.090086207
Oak Bay County Park,48.02218,-122.728709,9,10,89,3074510.978,1,1,0,0,30.13767748,-1.346577079,-1.346577079,-1.346577079,-1.090086207
Oak Bay County Park,48.02218,-122.728709,9,10,90,2424308.25,1,1,0,0,30.13767748,-1.346577079,-1.346577079,-1.346577079,-1.090086207
Penn Cove Reference,48.21423,-122.718972,8.1,3,41,1820616.389,1,1,0,1,24.87114267,-1.389857973,-1.389857973,4.315874758,-1.097256294
Penn Cove Reference,48.21423,-122.718972,8.1,3,42,3013774.793,1,1,0,1,24.87114267,-1.389857973,-1.389857973,4.315874758,-1.097256294
Penn Cove Reference,48.21423,-122.718972,8.1,3,43,956165.3963,1,1,0,1,24.87114267,-1.389857973,-1.389857973,4.315874758,-1.097256294
Penn Cove Reference,48.21423,-122.718972,8.1,3,44,3372680.626,1,1,0,1,24.87114267,-1.389857973,-1.389857973,4.315874758,-1.097256294
Penrose Point State Park,47.2619,-122.7376,13,50,9,7519523.24,1,2,1,1,42.2481409,1.452279843,-1.122216243,1.386267123,-0.924178082
Penrose Point State Park,47.2619,-122.7376,13,50,10,2798616.172,1,2,1,1,42.2481409,1.452279843,-1.122216243,1.386267123,-0.924178082
Penrose Point State Park,47.2619,-122.7376,13,50,11,9112234.612,1,2,1,1,42.2481409,1.452279843,-1.122216243,1.386267123,-0.924178082
Penrose Point State Park,47.2619,-122.7376,13,50,12,10820981.27,1,2,1,1,42.2481409,1.452279843,-1.122216243,1.386267123,-0.924178082
Point Defiance Ferry,47.3062,-122.5145,11,43,110,2208900.968,3,3,3,4,48.05865842,2.200275928,-1.158039962,3.416217888,-0.984333968
Point Defiance Ferry,47.3062,-122.5145,11,43,111,1482316.17,3,3,3,4,48.05865842,2.200275928,-1.158039962,3.416217888,-0.984333968
Point Defiance Ferry,47.3062,-122.5145,11,43,112,2846056.156,3,3,3,4,48.05865842,2.200275928,-1.158039962,3.416217888,-0.984333968
Point Defiance Ferry,47.3062,-122.5145,11,43,113,1927874.431,3,3,3,4,48.05865842,2.200275928,-1.158039962,3.416217888,-0.984333968
Port Angeles Yacht Club,48.12823,-123.45715,6,1,246,2729240.396,3,4,4,5,57.69896907,-1.442474227,-1.382371134,7.813402062,-1.202061856
Port Angeles Yacht Club,48.12823,-123.45715,6,1,248,2439233.143,3,4,4,5,57.69896907,-1.442474227,-1.382371134,7.813402062,-1.202061856
Port Angeles Yacht Club,48.12823,-123.45715,6,1,244,6195514.045,3,4,4,5,57.69896907,-1.442474227,-1.382371134,7.813402062,-1.202061856
Port Angeles Yacht Club,48.12823,-123.45715,6,1,245,4874820.912,3,4,4,5,57.69896907,-1.442474227,-1.382371134,7.813402062,-1.202061856
Port Angeles Yacht Club,48.12823,-123.45715,6,1,247,12351981.85,3,4,4,5,57.69896907,-1.442474227,-1.382371134,7.813402062,-1.202061856
Port Angeles Yacht Club,48.12823,-123.45715,6,1,243,5418303.459,3,4,4,5,57.69896907,-1.442474227,-1.382371134,7.813402062,-1.202061856
Purdy - Dexters,47.38566,-122.627255,13,57,145,5961109.649,1,1,0,0,32.6997544,1.434199754,-1.089991813,1.663671715,-0.917887843
Purdy - Dexters,47.38566,-122.627255,13,57,146,5111770.767,1,1,0,0,32.6997544,1.434199754,-1.089991813,1.663671715,-0.917887843
Purdy - Dexters,47.38566,-122.627255,13,57,147,3923932.654,1,1,0,0,32.6997544,1.434199754,-1.089991813,1.663671715,-0.917887843
Purdy - Dexters,47.38566,-122.627255,13,57,148,3318363.023,1,1,0,0,32.6997544,1.434199754,-1.089991813,1.663671715,-0.917887843
"Purdy, Burley Lagoon",47.386977,-122.6367089,13,47,77,6878481.422,1,2,1,1,44.93073551,2.708153921,-1.046332197,2.031115441,-0.861685339
"Purdy, Burley Lagoon",47.386977,-122.6367089,13,47,74,3561413.583,1,2,1,1,44.93073551,2.708153921,-1.046332197,2.031115441,-0.861685339
"Purdy, Burley Lagoon",47.386977,-122.6367089,13,47,75,4065347.042,1,2,1,1,44.93073551,2.708153921,-1.046332197,2.031115441,-0.861685339
"Purdy, Burley Lagoon",47.386977,-122.6367089,13,47,76,1243697.714,1,2,1,1,44.93073551,2.708153921,-1.046332197,2.031115441,-0.861685339
Raft Island Park,47.32598,-122.66724,13,53,219,6061146.136,1,1,0,0,33.06755793,-1.336773619,-1.336773619,1.407130125,-1.1257041
Raft Island Park,47.32598,-122.66724,13,53,218,6066970.935,1,1,0,0,33.06755793,-1.336773619,-1.336773619,1.407130125,-1.1257041
Raft Island Park,47.32598,-122.66724,13,53,220,3033147.325,1,1,0,0,33.06755793,-1.336773619,-1.336773619,1.407130125,-1.1257041
Raft Island Park,47.32598,-122.66724,13,53,221,1581058.797,1,1,0,0,33.06755793,-1.336773619,-1.336773619,1.407130125,-1.1257041
Reach Island,47.346537,-122.82236,13,39,273,7180437.579,1,2,1,1,21.01721311,-1.459528689,-1.459528689,1.459528689,-1.226004098
Reach Island,47.346537,-122.82236,13,39,274,7550633.228,1,2,1,1,21.01721311,-1.459528689,-1.459528689,1.459528689,-1.226004098
Reach Island,47.346537,-122.82236,13,39,275,1944973.493,1,2,1,1,21.01721311,-1.459528689,-1.459528689,1.459528689,-1.226004098
Reach Island,47.346537,-122.82236,13,39,276,6208335.517,1,2,1,1,21.01721311,-1.459528689,-1.459528689,1.459528689,-1.226004098
Rich Passage,47.578117,-122.524833,10,32,170,1476766.089,2,2,2,2,55.89845985,3.270654565,-0.8919967,3.092255226,-0.773063806
Rich Passage,47.578117,-122.524833,10,32,171,11738655.54,2,2,2,2,55.89845985,3.270654565,-0.8919967,3.092255226,-0.773063806
Rich Passage,47.578117,-122.524833,10,32,172,2880896.804,2,2,2,2,55.89845985,3.270654565,-0.8919967,3.092255226,-0.773063806
Rich Passage,47.578117,-122.524833,10,32,173,4148180.202,2,2,2,2,55.89845985,3.270654565,-0.8919967,3.092255226,-0.773063806
Rocky Point,47.60255,-122.66992,10,27,295,25070825.1,2,2,2,2,60.88630807,1.88747555,-1.217726161,2.496338631,0.730635697
Rocky Point,47.60255,-122.66992,10,27,296,1980530.542,2,2,2,2,60.88630807,1.88747555,-1.217726161,2.496338631,0.730635697
Rocky Point,47.60255,-122.66992,10,27,297,7956123.397,2,2,2,2,60.88630807,1.88747555,-1.217726161,2.496338631,0.730635697
Rocky Point,47.60255,-122.66992,10,27,298,2871726.43,2,2,2,2,60.88630807,1.88747555,-1.217726161,2.496338631,0.730635697
S of Skunk Island,48.02667,-122.75076,9,9,13,2931739.411,2,2,2,2,18.01739589,-1.561507644,-1.561507644,-1.561507644,-1.321275698
S of Skunk Island,48.02667,-122.75076,9,9,14,8066086.487,2,2,2,2,18.01739589,-1.561507644,-1.561507644,-1.561507644,-1.321275698
S of Skunk Island,48.02667,-122.75076,9,9,16,1279969.501,2,2,2,2,18.01739589,-1.561507644,-1.561507644,-1.561507644,-1.321275698
"Salmon Bay, Commodore Park",47.6663,-122.4018,10,16,287,5250261.746,3,4,4,5,96.73529412,7.441176471,6.845882353,23.06764706,4.167058824
"Salmon Bay, Commodore Park",47.6663,-122.4018,10,16,288,6062837.107,3,4,4,5,96.73529412,7.441176471,6.845882353,23.06764706,4.167058824
"Salmon Bay, Commodore Park",47.6663,-122.4018,10,16,289,1817198.502,3,4,4,5,96.73529412,7.441176471,6.845882353,23.06764706,4.167058824
"Salmon Bay, Commodore Park",47.6663,-122.4018,10,16,290,4648411.807,3,4,4,5,96.73529412,7.441176471,6.845882353,23.06764706,4.167058824
Salmon Beach,47.29464,-122.53053,11,40,124,2352820.111,2,3,3,3,34.53075435,1.786073501,-1.547930368,1.547930368,-1.309787234
Salmon Beach,47.29464,-122.53053,11,40,123,917067.5299,2,3,3,3,34.53075435,1.786073501,-1.547930368,1.547930368,-1.309787234
Salmon Beach,47.29464,-122.53053,11,40,126,1382917.518,2,3,3,3,34.53075435,1.786073501,-1.547930368,1.547930368,-1.309787234
"Seattle Aquarium, Pier 59",47.607,-122.342,10,17,78,2711671.665,3,4,4,5,110.1653543,5.313858268,-1.166456693,10.36850394,2.527322835
"Seattle Aquarium, Pier 59",47.607,-122.342,10,17,79,2380701.981,3,4,4,5,110.1653543,5.313858268,-1.166456693,10.36850394,2.527322835
"Seattle Aquarium, Pier 59",47.607,-122.342,10,17,80,4563731.25,3,4,4,5,110.1653543,5.313858268,-1.166456693,10.36850394,2.527322835
"Seattle Aquarium, Pier 59",47.607,-122.342,10,17,81,2492093.031,3,4,4,5,110.1653543,5.313858268,-1.166456693,10.36850394,2.527322835
Shilshole Bay,47.671678,-122.406663,10,18,291,3787448.393,3,4,4,5,90.20566319,7.517138599,4.13442623,27.06169896,-1.353084948
Shilshole Bay,47.671678,-122.406663,10,18,292,2701768.594,3,4,4,5,90.20566319,7.517138599,4.13442623,27.06169896,-1.353084948
Shilshole Bay,47.671678,-122.406663,10,18,293,1902525.416,3,4,4,5,90.20566319,7.517138599,4.13442623,27.06169896,-1.353084948
Shilshole Bay,47.671678,-122.406663,10,18,294,2449213.424,3,4,4,5,90.20566319,7.517138599,4.13442623,27.06169896,-1.353084948
"Silverdale, Dyes Inlet",47.6427936,-122.6967068,10,35,45,958896.736,2,3,2,3,68.54072398,4.112443439,-1.233733032,5.072013575,0.822488688
"Silverdale, Dyes Inlet",47.6427936,-122.6967068,10,35,46,1900324.089,2,3,2,3,68.54072398,4.112443439,-1.233733032,5.072013575,0.822488688
"Silverdale, Dyes Inlet",47.6427936,-122.6967068,10,35,47,1494268.126,2,3,2,3,68.54072398,4.112443439,-1.233733032,5.072013575,0.822488688
"Silverdale, Dyes Inlet",47.6427936,-122.6967068,10,35,48,1326495.432,2,3,2,3,68.54072398,4.112443439,-1.233733032,5.072013575,0.822488688
Skiff Point,47.66142,-122.49884,10,24,259,5003819.061,2,3,3,4,21.31009901,-2.19020462,-2.19020462,2.071815182,-1.835036304
Skiff Point,47.66142,-122.49884,10,24,257,12721940.07,2,3,3,4,21.31009901,-2.19020462,-2.19020462,2.071815182,-1.835036304
Skiff Point,47.66142,-122.49884,10,24,258,2870482.827,2,3,3,4,21.31009901,-2.19020462,-2.19020462,2.071815182,-1.835036304
Skiff Point,47.66142,-122.49884,10,24,260,1852789.45,2,3,3,4,21.31009901,-2.19020462,-2.19020462,2.071815182,-1.835036304
"Smith Cove, Terminal 91",47.63237,-122.37869,10,15,92,2166610.684,3,4,4,5,143.0655412,19.50893744,5.3324429,33.16519364,4.682144985
"Smith Cove, Terminal 91",47.63237,-122.37869,10,15,93,7730819.154,3,4,4,5,143.0655412,19.50893744,5.3324429,33.16519364,4.682144985
"Smith Cove, Terminal 91",47.63237,-122.37869,10,15,94,1618147.398,3,4,4,5,143.0655412,19.50893744,5.3324429,33.16519364,4.682144985
"Smith Cove, Terminal 91",47.63237,-122.37869,10,15,95,4318288.155,3,4,4,5,143.0655412,19.50893744,5.3324429,33.16519364,4.682144985
Squaxin Island,47.17650485,-122.9046464,13,38,198,9659247.354,1,1,1,1,25.24702247,-1.359455056,-1.359455056,1.294719101,-1.100511236
Squaxin Island,47.17650485,-122.9046464,13,38,199,5609583.919,1,1,1,1,25.24702247,-1.359455056,-1.359455056,1.294719101,-1.100511236
Squaxin Island,47.17650485,-122.9046464,13,38,200,6607121.565,1,1,1,1,25.24702247,-1.359455056,-1.359455056,1.294719101,-1.100511236
Squaxin Island,47.17650485,-122.9046464,13,38,201,2867681.855,1,1,1,1,25.24702247,-1.359455056,-1.359455056,1.294719101,-1.100511236
"Suquamish, Stormwater Outfall",47.7296079,-122.5506191,10,34,7,5631534.737,2,3,3,3,48.33093318,3.222062212,-0.902177419,3.222062212,-0.708853687
"Suquamish, Stormwater Outfall",47.7296079,-122.5506191,10,34,5,5049234.832,2,3,3,3,48.33093318,3.222062212,-0.902177419,3.222062212,-0.708853687
"Suquamish, Stormwater Outfall",47.7296079,-122.5506191,10,34,6,1547924.931,2,3,3,3,48.33093318,3.222062212,-0.902177419,3.222062212,-0.708853687
"Suquamish, Stormwater Outfall",47.7296079,-122.5506191,10,34,8,2072178.784,2,3,3,3,48.33093318,3.222062212,-0.902177419,3.222062212,-0.708853687
Thea Foss Waterway,47.259189,-122.434689,11,46,118,735844.6195,3,4,4,5,61.66028827,6.49055666,4.478484095,9.086779324,1.233205765
Thea Foss Waterway,47.259189,-122.434689,11,46,119,1453865.493,3,4,4,5,61.66028827,6.49055666,4.478484095,9.086779324,1.233205765
Thea Foss Waterway,47.259189,-122.434689,11,46,122,8793139.785,3,4,4,5,61.66028827,6.49055666,4.478484095,9.086779324,1.233205765
Three Tree Point,47.44896,-122.372267,11,22,277,8438404.147,2,2,2,2,37.11426441,4.35945328,1.354965209,2.827753479,-1.119319085
Three Tree Point,47.44896,-122.372267,11,22,278,9704454.95,2,2,2,2,37.11426441,4.35945328,1.354965209,2.827753479,-1.119319085
Three Tree Point,47.44896,-122.372267,11,22,279,10493027.31,2,2,2,2,37.11426441,4.35945328,1.354965209,2.827753479,-1.119319085
Three Tree Point,47.44896,-122.372267,11,22,280,2838172.898,2,2,2,2,37.11426441,4.35945328,1.354965209,2.827753479,-1.119319085
Tulalip Bay,48.0617,-122.2939,8.2,67,138,5438127.301,2,2,2,3,33.74249412,1.752014118,-1.297788235,2.141350588,-1.10312
Tulalip Bay,48.0617,-122.2939,8.2,67,140,5420960.261,2,2,2,3,33.74249412,1.752014118,-1.297788235,2.141350588,-1.10312
Tulalip Bay,48.0617,-122.2939,8.2,67,136,3475076.688,2,2,2,3,33.74249412,1.752014118,-1.297788235,2.141350588,-1.10312
Tulalip Bay,48.0617,-122.2939,8.2,67,137,7541125.753,2,2,2,3,33.74249412,1.752014118,-1.297788235,2.141350588,-1.10312
Tulalip Bay,48.0617,-122.2939,8.2,67,139,4707732.41,2,2,2,3,33.74249412,1.752014118,-1.297788235,2.141350588,-1.10312
Tulalip Bay,48.0617,-122.2939,8.2,67,135,6050177.064,2,2,2,3,33.74249412,1.752014118,-1.297788235,2.141350588,-1.10312
Tulalip Reservation,48.0697859,-122.2997764,8.2,70,192,4598259.843,2,2,1,2,22.99099576,1.061122881,-1.00217161,1.296927966,-0.884269068
Tulalip Reservation,48.0697859,-122.2997764,8.2,70,191,3760565.538,2,2,1,2,22.99099576,1.061122881,-1.00217161,1.296927966,-0.884269068
Tulalip Reservation,48.0697859,-122.2997764,8.2,70,190,9509258.245,2,2,1,2,22.99099576,1.061122881,-1.00217161,1.296927966,-0.884269068
Tulalip Reservation,48.0697859,-122.2997764,8.2,70,193,2520935.427,2,2,1,2,22.99099576,1.061122881,-1.00217161,1.296927966,-0.884269068
West Bay Park,47.052362,-122.910912,13,73,182,10107486.98,2,3,2,3,46.56538267,8.09832742,-1.619665484,2.969386721,-1.349721237
West Bay Park,47.052362,-122.910912,13,73,183,4200103.946,2,3,2,3,46.56538267,8.09832742,-1.619665484,2.969386721,-1.349721237
West Bay Park,47.052362,-122.910912,13,73,184,15718987.84,2,3,2,3,46.56538267,8.09832742,-1.619665484,2.969386721,-1.349721237
West Bay Park,47.052362,-122.910912,13,73,185,4006827.467,2,3,2,3,46.56538267,8.09832742,-1.619665484,2.969386721,-1.349721237
Williams Olson Park,47.66586,-122.56698,10,26,252,5178289.976,2,2,2,2,40.36790954,1.44601467,-1.385764059,2.169022005,-1.144761614
Williams Olson Park,47.66586,-122.56698,10,26,254,1570655.683,2,2,2,2,40.36790954,1.44601467,-1.385764059,2.169022005,-1.144761614
Williams Olson Park,47.66586,-122.56698,10,26,255,1267046.112,2,2,2,2,40.36790954,1.44601467,-1.385764059,2.169022005,-1.144761614
Williams Olson Park,47.66586,-122.56698,10,26,256,4252322.006,2,2,2,2,40.36790954,1.44601467,-1.385764059,2.169022005,-1.144761614